R_fighter,B_fighter,R_odds,B_odds,date,City,State/Province,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,height_dif,reach_dif,age_dif,Finish2,finish,finish_details,finish_round,finish_round_time
Mac Danzig,Melvin Guillard,145,-155,7/27/2013,Seattle,Washington, USA,Blue,FALSE,Lightweight,MALE,3,Orthodox,175.26,172.72,155,Orthodox,172.72,177.8,155,33,30,2.54,-5.08,3,KO/TKO,KO/TKO,Punches,2,2:47
Michael Chiesa,Jorge Masvidal,255,-280,7/27/2013,Seattle,Washington, USA,Blue,FALSE,Lightweight,MALE,3,Orthodox,180.34,187.96,170,Southpaw,185.42,190.5,170,25,28,-5.08,-2.54,-3,SUB,SUB,D'Arce choke,2,4:59
Robbie Lawler,Bobby Voelker,-345,315,7/27/2013,Seattle,Washington, USA,Red,FALSE,Welterweight,MALE,3,Orthodox,182.88,190.5,170,Southpaw,180.34,187.96,170,31,34,2.54,2.54,-3,KO/TKO,KO/TKO,Kick,2,0:24
Rory MacDonald,Jake Ellenberger,-230,210,7/27/2013,Seattle,Washington, USA,Red,FALSE,Welterweight,MALE,3,Orthodox,175.26,180.34,170,Orthodox,182.88,193.04,170,24,28,-7.62,-12.7,-4,U-DEC,U-DEC,N/A,3,5:00
Yves Edwards,Daron Cruickshank,165,-190,7/27/2013,Seattle,Washington, USA,Blue,FALSE,Lightweight,MALE,3,Switch,172.72,182.88,155,Southpaw,175.26,185.42,155,36,28,-2.54,-2.54,8,S-DEC,S-DEC,N/A,3,5:00
Anderson Silva,Chris Weidman,-230,210,7/6/2013,Las Vegas,Nevada, USA,Blue,TRUE,Middleweight,MALE,5,Orthodox,187.96,198.12,185,Southpaw,187.96,195.58,185,38,29,0,2.54,9,KO/TKO,KO/TKO,Punches,2,1:18
Chris Leben,Andrew Craig,140,-150,7/6/2013,Las Vegas,Nevada, USA,Blue,FALSE,Middleweight,MALE,3,Orthodox,185.42,193.04,170,Southpaw,180.34,187.96,185,32,27,5.08,5.08,5,S-DEC,S-DEC,N/A,3,5:00
Cub Swanson,Dennis Siver,-178,167,7/6/2013,Las Vegas,Nevada, USA,Red,FALSE,Featherweight,MALE,3,Orthodox,167.64,177.8,145,Orthodox,172.72,177.8,145,29,34,-5.08,0,-5,KO/TKO,KO/TKO,Punches,3,2:24
Edson Barboza,Rafaello Oliveira,-600,500,7/6/2013,Las Vegas,Nevada, USA,Red,FALSE,Lightweight,MALE,3,Orthodox,172.72,180.34,155,Orthodox,180.34,190.5,155,27,31,-7.62,-10.16,-4,KO/TKO,KO/TKO,Kick,2,1:44
Frankie Edgar,Charles Oliveira,-640,470,7/6/2013,Las Vegas,Nevada, USA,Red,FALSE,Featherweight,MALE,3,Orthodox,177.8,187.96,155,Orthodox,167.64,172.72,145,31,23,10.16,15.24,8,U-DEC,U-DEC,N/A,3,5:00
Gabriel Gonzaga,Dave Herman,-155,135,7/6/2013,Las Vegas,Nevada, USA,Red,FALSE,Heavyweight,MALE,3,Orthodox,193.04,193.04,242,Orthodox,187.96,193.04,242,34,28,5.08,0,6,KO/TKO,KO/TKO,Punches,1,0:17
Mark Munoz,Tim Boetsch,100,-110,7/6/2013,Las Vegas,Nevada, USA,Red,FALSE,Middleweight,MALE,3,Orthodox,182.88,187.96,185,Orthodox,182.88,182.88,185,35,32,0,5.08,3,U-DEC,U-DEC,N/A,3,5:00
Mike Pierce,David Mitchell,-660,540,7/6/2013,Las Vegas,Nevada, USA,Red,FALSE,Welterweight,MALE,3,Orthodox,182.88,193.04,170,Orthodox,172.72,177.8,170,32,33,10.16,15.24,-1,KO/TKO,KO/TKO,Knees,2,2:55
Norman Parke,Kazuki Tokudome,-131,121,7/6/2013,Las Vegas,Nevada, USA,Red,FALSE,Lightweight,MALE,3,Southpaw,180.34,185.42,155,Southpaw,180.34,177.8,155,26,26,0,7.62,0,U-DEC,U-DEC,N/A,3,5:00
Seth Baczynski,Brian Melancon,-280,250,7/6/2013,Las Vegas,Nevada, USA,Blue,FALSE,Welterweight,MALE,3,Orthodox,172.72,182.88,170,Orthodox,190.5,187.96,170,31,31,-17.78,-5.08,0,KO/TKO,KO/TKO,Punches,1,4:59
Tim Kennedy,Roger Gracie,-155,145,7/6/2013,Las Vegas,Nevada, USA,Red,FALSE,Middleweight,MALE,3,Orthodox,193.04,200.66,185,Orthodox,180.34,187.96,185,33,31,12.7,12.7,2,U-DEC,U-DEC,N/A,3,5:00
Alexis Davis,Rosi Sexton,-500,435,6/15/2013,Winnipeg,Manitoba, Canada,Red,FALSE,Women's Bantamweight,FEMALE,3,Orthodox,160.02,160.02,135,Orthodox,167.64,172.72,125,28,35,-7.62,-12.7,-7,U-DEC,U-DEC,N/A,3,5:00
Jake Shields,Tyron Woodley,190,-210,6/15/2013,Winnipeg,Manitoba, Canada,Red,FALSE,Welterweight,MALE,3,Orthodox,175.26,187.96,170,Orthodox,182.88,182.88,170,34,31,-7.62,5.08,3,S-DEC,S-DEC,N/A,3,5:00
Mitch Clarke,John Maguire,230,-250,6/15/2013,Winnipeg,Manitoba, Canada,Red,FALSE,Lightweight,MALE,3,Southpaw,175.26,175.26,155,Orthodox,177.8,185.42,155,27,30,-2.54,-10.16,-3,U-DEC,U-DEC,N/A,3,5:00
Pat Barry,Shawn Jordan,105,-115,6/15/2013,Winnipeg,Manitoba, Canada,Blue,FALSE,Heavyweight,MALE,3,Southpaw,182.88,190.5,260,Orthodox,180.34,187.96,235,33,28,2.54,2.54,5,KO/TKO,KO/TKO,Punches,1,0:59
Rashad Evans,Dan Henderson,-190,175,6/15/2013,Winnipeg,Manitoba, Canada,Red,FALSE,Light Heavyweight,MALE,3,Orthodox,180.34,187.96,185,Orthodox,182.88,190.5,205,33,42,-2.54,-2.54,-9,S-DEC,S-DEC,N/A,3,5:00
Roland Delorme,Edwin Figueroa,-136,126,6/15/2013,Winnipeg,Manitoba, Canada,Red,FALSE,Bantamweight,MALE,3,Orthodox,170.18,175.26,135,Orthodox,175.26,180.34,135,29,28,-5.08,-5.08,1,U-DEC,U-DEC,N/A,3,5:00
Roy Nelson,Stipe Miocic,-275,250,6/15/2013,Winnipeg,Manitoba, Canada,Blue,FALSE,Heavyweight,MALE,3,Orthodox,193.04,203.2,240,Orthodox,182.88,182.88,263,36,30,10.16,20.32,6,U-DEC,U-DEC,N/A,3,5:00
Ryan Jimmo,Igor Pokrajac,-310,280,6/15/2013,Winnipeg,Manitoba, Canada,Red,FALSE,Light Heavyweight,MALE,3,Orthodox,182.88,193.04,205,Orthodox,185.42,185.42,205,31,34,-2.54,7.62,-3,U-DEC,U-DEC,N/A,3,5:00
Sam Stout,James Krause,-290,260,6/15/2013,Winnipeg,Manitoba, Canada,Blue,FALSE,Lightweight,MALE,3,Orthodox,187.96,185.42,170,Orthodox,175.26,177.8,155,29,27,12.7,7.62,2,SUB,SUB,Guillotine Choke,3,4:47
Sean Pierson,Kenny Robertson,130,-140,6/15/2013,Winnipeg,Manitoba, Canada,Red,FALSE,Welterweight,MALE,3,Orthodox,177.8,187.96,170,Southpaw,182.88,193.04,170,37,29,-5.08,-5.08,8,M-DEC,M-DEC,N/A,3,5:00
Yves Jabouin,Dustin Pague,-340,310,6/15/2013,Winnipeg,Manitoba, Canada,Red,FALSE,Bantamweight,MALE,3,Orthodox,175.26,187.96,135,Orthodox,170.18,172.72,135,34,25,5.08,15.24,9,S-DEC,S-DEC,N/A,3,5:00
Antonio Braga Neto,Anthony Smith,-240,220,6/8/2013,Fortaleza,Ceara, Brazil,Red,FALSE,Middleweight,MALE,3,Orthodox,193.04,193.04,205,Orthodox,190.5,195.58,185,25,24,2.54,-2.54,1,SUB,SUB,Kneebar,1,1:52
Caio Magalhaes,Karlos Vemola,115,-125,6/8/2013,Fortaleza,Ceara, Brazil,Red,FALSE,Middleweight,MALE,3,Orthodox,182.88,190.5,185,Orthodox,185.42,185.42,185,25,27,-2.54,5.08,-2,SUB,SUB,Rear naked choke,2,2:49
Daniel Sarafian,Eddie Mendez,-440,390,6/8/2013,Fortaleza,Ceara, Brazil,Red,FALSE,Middleweight,MALE,3,Orthodox,177.8,193.04,185,Orthodox,175.26,185.42,185,30,29,2.54,7.62,1,SUB,SUB,Arm triangle ,1,2:20
Erick Silva,Jason High,-410,365,6/8/2013,Fortaleza,Ceara, Brazil,Red,FALSE,Welterweight,MALE,3,Southpaw,172.72,180.34,155,Orthodox,182.88,187.96,170,28,31,-10.16,-7.62,-3,SUB,SUB,Armbar,1,1:11
Godofredo Pepey,Felipe Arantes,200,-220,6/8/2013,Fortaleza,Ceara, Brazil,Blue,FALSE,Featherweight,MALE,3,Orthodox,172.72,185.42,135,Orthodox,170.18,185.42,145,25,25,2.54,0,0,KO/TKO,KO/TKO,Elbows,1,3:32
Ildemar Alcantara,Leandro Silva,-170,160,6/8/2013,Fortaleza,Ceara, Brazil,Red,FALSE,Welterweight,MALE,3,Orthodox,175.26,182.88,155,Orthodox,187.96,198.12,185,30,27,-12.7,-15.24,3,U-DEC,U-DEC,N/A,3,5:00
Minotauro Nogueira,Fabricio Werdum,245,-265,6/8/2013,Fortaleza,Ceara, Brazil,Blue,FALSE,Heavyweight,MALE,5,Orthodox,193.04,195.58,231,Orthodox,190.5,195.58,240,37,35,2.54,0,2,SUB,SUB,Armbar,2,2:41
Raphael Assuncao,Vaughan Lee,-430,380,6/8/2013,Fortaleza,Ceara, Brazil,Red,FALSE,Bantamweight,MALE,3,Orthodox,167.64,167.64,125,Orthodox,165.1,167.64,135,30,30,2.54,0,0,SUB,SUB,Armbar,2,1:51
Rodrigo Damm,Mizuto Hirota,-155,145,6/8/2013,Fortaleza,Ceara, Brazil,Red,FALSE,Featherweight,MALE,3,Orthodox,170.18,170.18,155,Orthodox,170.18,180.34,155,33,32,0,-10.16,1,S-DEC,S-DEC,N/A,3,5:00
Rony Jason,Mike Wilkinson,-330,300,6/8/2013,Fortaleza,Ceara, Brazil,Red,FALSE,Featherweight,MALE,3,Switch,170.18,172.72,145,Orthodox,170.18,177.8,145,29,25,0,-5.08,4,SUB,SUB,Triangle choke,1,1:24
Thiago Silva,Rafael Feijao,190,-210,6/8/2013,Fortaleza,Ceara, Brazil,Red,FALSE,Light Heavyweight,MALE,3,Orthodox,185.42,185.42,205,Orthodox,187.96,187.96,205,30,33,-2.54,-2.54,-3,KO/TKO,KO/TKO,Punches,1,4:29
William Patolino,Leonardo Santos,140,-150,6/8/2013,Fortaleza,Ceara, Brazil,Blue,TRUE,Welterweight,MALE,3,Orthodox,182.88,190.5,155,Orthodox,180.34,190.5,170,21,33,2.54,0,-12,SUB,SUB,Arm triangle ,2,4:43
Brian Bowles,George Roop,-295,265,5/25/2013,Las Vegas,Nevada, USA,Blue,FALSE,Bantamweight,MALE,3,Orthodox,185.42,182.88,135,Orthodox,170.18,177.8,135,32,31,15.24,5.08,1,KO/TKO,KO/TKO,Punches,2,1:43
Cain Velasquez,Antonio Silva,-705,570,5/25/2013,Las Vegas,Nevada, USA,Red,TRUE,Heavyweight,MALE,5,Orthodox,193.04,203.2,264,Orthodox,185.42,195.58,240,30,33,7.62,7.62,-3,KO/TKO,KO/TKO,Punches,1,1:21
Colton Smith,Robert Whittaker,-140,130,5/25/2013,Las Vegas,Nevada, USA,Blue,FALSE,Welterweight,MALE,3,Orthodox,182.88,185.42,185,Orthodox,182.88,180.34,155,25,22,0,5.08,3,KO/TKO,KO/TKO,Punches,3,0:41
Dennis Bermudez,Max Holloway,-295,265,5/25/2013,Las Vegas,Nevada, USA,Red,FALSE,Featherweight,MALE,3,Orthodox,180.34,175.26,155,Orthodox,167.64,167.64,155,26,21,12.7,7.62,5,S-DEC,S-DEC,N/A,3,5:00
Donald Cerrone,KJ Noons,-270,248,5/25/2013,Las Vegas,Nevada, USA,Red,FALSE,Lightweight,MALE,3,Orthodox,177.8,182.88,155,Orthodox,185.42,185.42,155,30,30,-7.62,-2.54,0,U-DEC,U-DEC,N/A,3,5:00
Glover Teixeira,James Te Huna,-420,375,5/25/2013,Las Vegas,Nevada, USA,Red,FALSE,Light Heavyweight,MALE,3,Orthodox,187.96,190.5,185,Orthodox,187.96,193.04,205,33,31,0,-2.54,2,SUB,SUB,Guillotine Choke,1,2:38
Gray Maynard,TJ Grant,-135,125,5/25/2013,Las Vegas,Nevada, USA,Blue,FALSE,Lightweight,MALE,3,Orthodox,177.8,182.88,155,Orthodox,175.26,177.8,155,34,29,2.54,5.08,5,KO/TKO,KO/TKO,Punches,1,2:07
Jeremy Stephens,Estevan Payan,-170,160,5/25/2013,Las Vegas,Nevada, USA,Red,FALSE,Featherweight,MALE,3,Orthodox,177.8,182.88,145,Orthodox,172.72,180.34,145,27,31,5.08,2.54,-4,U-DEC,U-DEC,N/A,3,5:00
Junior Dos Santos,Mark Hunt,-475,420,5/25/2013,Las Vegas,Nevada, USA,Red,FALSE,Heavyweight,MALE,3,Orthodox,177.8,182.88,265,Orthodox,193.04,195.58,238,29,39,-15.24,-12.7,-10,KO/TKO,KO/TKO,Kick,3,4:18
Khabib Nurmagomedov,Abel Trujillo,-305,275,5/25/2013,Las Vegas,Nevada, USA,Red,FALSE,Lightweight,MALE,3,Orthodox,172.72,177.8,155,Orthodox,177.8,177.8,155,24,29,-5.08,0,-5,U-DEC,U-DEC,N/A,3,5:00
Mike Pyle,Rick Story,150,-160,5/25/2013,Las Vegas,Nevada, USA,Red,FALSE,Welterweight,MALE,3,Southpaw,175.26,180.34,170,Orthodox,182.88,187.96,170,37,28,-7.62,-7.62,9,S-DEC,S-DEC,N/A,3,5:00
Stephen Thompson,Nah-Shon Burrell,-170,160,5/25/2013,Las Vegas,Nevada, USA,Red,FALSE,Welterweight,MALE,3,Orthodox,180.34,185.42,170,Orthodox,182.88,190.5,170,30,23,-2.54,-5.08,7,U-DEC,U-DEC,N/A,3,5:00
Fabio Maldonado,Roger Hollett,-265,245,5/18/2013,Jaragua do Sul,Santa Catarina, Brazil,Red,FALSE,Light Heavyweight,MALE,3,Orthodox,180.34,177.8,205,Orthodox,185.42,190.5,205,33,34,-5.08,-12.7,-1,U-DEC,U-DEC,N/A,3,5:00
Francisco Trinaldo,Mike Rio,-320,290,5/18/2013,Jaragua do Sul,Santa Catarina, Brazil,Red,FALSE,Lightweight,MALE,3,Orthodox,177.8,180.34,155,Southpaw,175.26,177.8,155,34,31,2.54,2.54,3,SUB,SUB,Arm triangle ,1,3:08
Gleison Tibau,John Cholish,-255,235,5/18/2013,Jaragua do Sul,Santa Catarina, Brazil,Red,FALSE,Lightweight,MALE,3,Orthodox,180.34,182.88,155,Southpaw,177.8,180.34,155,29,29,2.54,2.54,0,SUB,SUB,Guillotine Choke,2,2:34
Hacran Dias,Nik Lentz,-109,-101,5/18/2013,Jaragua do Sul,Santa Catarina, Brazil,Blue,FALSE,Featherweight,MALE,3,Orthodox,172.72,172.72,155,Orthodox,172.72,175.26,155,28,28,0,-2.54,0,U-DEC,U-DEC,N/A,3,5:00
Iuri Alcantara,Iliarde Santos,-525,450,5/18/2013,Jaragua do Sul,Santa Catarina, Brazil,Red,FALSE,Bantamweight,MALE,3,Orthodox,165.1,167.64,125,Southpaw,175.26,180.34,135,32,32,-10.16,-12.7,0,KO/TKO,KO/TKO,Punches,1,2:31
Jacare Souza,Chris Camozzi,-600,500,5/18/2013,Jaragua do Sul,Santa Catarina, Brazil,Red,FALSE,Middleweight,MALE,3,Orthodox,187.96,193.04,185,Orthodox,185.42,182.88,185,33,26,2.54,10.16,7,SUB,SUB,Arm triangle ,1,3:37
John Lineker,Azamat Gashimov,105,-115,5/18/2013,Jaragua do Sul,Santa Catarina, Brazil,Red,FALSE,Flyweight,MALE,3,Orthodox,167.64,167.64,125,Orthodox,160.02,170.18,135,22,23,7.62,-2.54,-1,KO/TKO,KO/TKO,Punches,2,1:07
Jussier Formiga,Chris Cariaso,-165,155,5/18/2013,Jaragua do Sul,Santa Catarina, Brazil,Red,FALSE,Flyweight,MALE,3,Southpaw,160.02,160.02,125,Orthodox,165.1,170.18,125,28,31,-5.08,-10.16,-3,U-DEC,U-DEC,N/A,3,5:00
Lucas Martins,Jeremy Larsen,-315,285,5/18/2013,Jaragua do Sul,Santa Catarina, Brazil,Red,FALSE,Lightweight,MALE,3,Orthodox,177.8,177.8,145,Southpaw,182.88,182.88,145,24,28,-5.08,-5.08,-4,KO/TKO,KO/TKO,Punches,3,0:13
Paulo Thiago,Michel Prazeres,-190,175,5/18/2013,Jaragua do Sul,Santa Catarina, Brazil,Red,FALSE,Welterweight,MALE,3,Orthodox,167.64,170.18,170,Orthodox,180.34,185.42,170,32,31,-12.7,-15.24,1,U-DEC,U-DEC,N/A,3,5:00
Rafael Dos Anjos,Evan Dunham,-210,190,5/18/2013,Jaragua do Sul,Santa Catarina, Brazil,Red,FALSE,Lightweight,MALE,3,Southpaw,177.8,177.8,155,Southpaw,172.72,177.8,170,28,31,5.08,0,-3,U-DEC,U-DEC,N/A,3,5:00
Rafael Natal,Joao Zeferino,-300,270,5/18/2013,Jaragua do Sul,Santa Catarina, Brazil,Red,FALSE,Middleweight,MALE,3,Orthodox,180.34,185.42,170,Orthodox,182.88,193.04,185,30,27,-2.54,-7.62,3,U-DEC,U-DEC,N/A,3,5:00
Vitor Belfort,Luke Rockhold,-105,-105,5/18/2013,Jaragua do Sul,Santa Catarina, Brazil,Red,FALSE,Middleweight,MALE,5,Southpaw,190.5,195.58,185,Southpaw,182.88,187.96,185,36,28,7.62,7.62,8,KO/TKO,KO/TKO,Kick,1,2:32
Bryan Caraway,Johnny Bedford,100,-110,4/27/2013,Newark,New Jersey, USA,Red,FALSE,Bantamweight,MALE,3,Orthodox,177.8,180.34,135,Orthodox,172.72,172.72,135,28,30,5.08,7.62,-2,SUB,SUB,Guillotine Choke,3,4:44
Gian Villante,Ovince Saint Preux,135,-145,4/27/2013,Newark,New Jersey, USA,Blue,FALSE,Light Heavyweight,MALE,3,Southpaw,190.5,203.2,205,Orthodox,190.5,193.04,205,27,30,0,10.16,-3,M-DEC,M-DEC,N/A,3,0:33
Jon Jones,Chael Sonnen,-875,685,4/27/2013,Newark,New Jersey, USA,Red,TRUE,Light Heavyweight,MALE,5,Southpaw,185.42,187.96,205,Orthodox,193.04,213.36,205,25,36,-7.62,-25.4,-11,KO/TKO,KO/TKO,Punches,1,4:33
Leonard Garcia,Cody McKenzie,-205,188,4/27/2013,Newark,New Jersey, USA,Blue,FALSE,Featherweight,MALE,3,Switch,182.88,182.88,155,Orthodox,177.8,175.26,145,33,25,5.08,7.62,8,U-DEC,U-DEC,N/A,3,5:00
Michael Bisping,Alan Belcher,-175,165,4/27/2013,Newark,New Jersey, USA,Red,FALSE,Middleweight,MALE,3,Orthodox,187.96,185.42,185,Orthodox,185.42,190.5,185,34,29,2.54,-5.08,5,U-DEC,U-DEC,N/A,3,4:31
Phil Davis,Vinny Magalhaes,-280,255,4/27/2013,Newark,New Jersey, USA,Red,FALSE,Light Heavyweight,MALE,3,Orthodox,190.5,200.66,205,Orthodox,187.96,200.66,205,28,28,2.54,0,0,U-DEC,U-DEC,N/A,3,5:00
Roy Nelson,Cheick Kongo,-235,215,4/27/2013,Newark,New Jersey, USA,Red,FALSE,Heavyweight,MALE,3,Orthodox,193.04,208.28,240,Orthodox,182.88,182.88,263,36,37,10.16,25.4,-1,KO/TKO,KO/TKO,Punches,1,2:03
Rustam Khabilov,Yancy Medeiros,-185,170,4/27/2013,Newark,New Jersey, USA,Red,FALSE,Lightweight,MALE,3,Orthodox,177.8,190.5,155,Orthodox,172.72,185.42,155,26,25,5.08,5.08,1,KO/TKO,KO/TKO,Injury,1,2:32
Sara McMann,Sheila Gaff,-570,480,4/27/2013,Newark,New Jersey, USA,Red,FALSE,Women's Bantamweight,FEMALE,3,Orthodox,165.1,157.48,135,Orthodox,167.64,167.64,135,32,23,-2.54,-10.16,9,KO/TKO,KO/TKO,Punches,1,4:06
Steven Siler,Kurt Holobaugh,-115,105,4/27/2013,Newark,New Jersey, USA,Red,FALSE,Featherweight,MALE,3,Orthodox,180.34,177.8,155,Orthodox,180.34,177.8,145,26,26,0,0,0,U-DEC,U-DEC,N/A,3,5:00
Anthony Njokuani,Roger Bowling,-175,165,4/20/2013,San Jose,California, USA,Red,FALSE,Lightweight,MALE,3,Orthodox,175.26,172.72,155,Orthodox,185.42,190.5,155,33,30,-10.16,-17.78,3,KO/TKO,KO/TKO,Punches,2,2:52
Benson Henderson,Gilbert Melendez,-310,280,4/20/2013,San Jose,California, USA,Red,TRUE,Lightweight,MALE,5,Orthodox,175.26,185.42,145,Southpaw,175.26,177.8,170,29,31,0,7.62,-2,S-DEC,S-DEC,N/A,5,5:00
Chad Mendes,Darren Elkins,-615,510,4/20/2013,San Jose,California, USA,Red,FALSE,Featherweight,MALE,3,Orthodox,177.8,180.34,145,Orthodox,167.64,167.64,145,27,28,10.16,12.7,-1,KO/TKO,KO/TKO,Punches,1,1:08
Clifford Starks,Yoel Romero,165,-175,4/20/2013,San Jose,California, USA,Blue,FALSE,Middleweight,MALE,3,Southpaw,182.88,185.42,185,Orthodox,182.88,195.58,185,31,35,0,-10.16,-4,KO/TKO,KO/TKO,Flying knee,1,1:32
Francis Carmont,Lorenz Larkin,-110,100,4/20/2013,San Jose,California, USA,Red,FALSE,Middleweight,MALE,3,Orthodox,180.34,182.88,170,Orthodox,190.5,198.12,205,31,26,-10.16,-15.24,5,U-DEC,U-DEC,N/A,3,5:00
Frank Mir,Daniel Cormier,335,-375,4/20/2013,San Jose,California, USA,Blue,FALSE,Heavyweight,MALE,3,Orthodox,180.34,182.88,235,Southpaw,190.5,200.66,264,33,34,-10.16,-17.78,-1,U-DEC,U-DEC,N/A,3,5:00
Joseph Benavidez,Darren Uyenoyama,-570,480,4/20/2013,San Jose,California, USA,Red,FALSE,Flyweight,MALE,3,Orthodox,167.64,162.56,125,Southpaw,162.56,165.1,125,28,33,5.08,-2.54,-5,KO/TKO,KO/TKO,Punches,2,4:50
Matt Brown,Jordan Mein,290,-320,4/20/2013,San Jose,California, USA,Red,FALSE,Welterweight,MALE,3,Orthodox,182.88,185.42,170,Orthodox,182.88,190.5,170,32,23,0,-5.08,9,KO/TKO,KO/TKO,Elbows,2,1:00
Nate Diaz,Josh Thomson,-145,135,4/20/2013,San Jose,California, USA,Blue,FALSE,Lightweight,MALE,3,Orthodox,177.8,180.34,155,Southpaw,182.88,193.04,170,28,34,-5.08,-12.7,-6,KO/TKO,KO/TKO,Kick,2,3:44
Ramsey Nijem,Myles Jury,190,-210,4/20/2013,San Jose,California, USA,Blue,FALSE,Lightweight,MALE,3,Orthodox,177.8,185.42,145,Orthodox,180.34,190.5,155,25,24,-2.54,-5.08,1,KO/TKO,KO/TKO,Punches,2,1:02
Tim Means,Jorge Masvidal,100,-120,4/20/2013,San Jose,California, USA,Blue,FALSE,Lightweight,MALE,3,Orthodox,180.34,187.96,170,Orthodox,187.96,190.5,170,29,28,-7.62,-2.54,1,U-DEC,U-DEC,N/A,3,5:00
TJ Dillashaw,Hugo Viana,-320,290,4/20/2013,San Jose,California, USA,Red,FALSE,Bantamweight,MALE,3,Orthodox,167.64,170.18,135,Orthodox,167.64,170.18,125,27,30,0,0,-3,KO/TKO,KO/TKO,Punches,1,4:22
Bristol Marunde,Clint Hester,130,-140,4/13/2013,Las Vegas,Nevada, USA,Blue,FALSE,Middleweight,MALE,3,Orthodox,187.96,195.58,205,Orthodox,185.42,180.34,170,30,26,2.54,15.24,4,KO/TKO,KO/TKO,Elbows,3,3:53
Bubba McDaniel,Gilbert Smith,-210,190,4/13/2013,Las Vegas,Nevada, USA,Red,FALSE,Middleweight,MALE,3,Southpaw,175.26,190.5,185,Southpaw,190.5,190.5,185,29,31,-15.24,0,-2,SUB,SUB,Arm triangle ,3,2:49
Cole Miller,Bart Palaszewski,140,-150,4/13/2013,Las Vegas,Nevada, USA,Red,FALSE,Featherweight,MALE,3,Orthodox,175.26,177.8,145,Orthodox,185.42,187.96,145,28,29,-10.16,-10.16,-1,SUB,SUB,Rear naked choke,1,4:23
Dylan Andrews,Jimmy Quinlan,-130,120,4/13/2013,Las Vegas,Nevada, USA,Red,FALSE,Middleweight,MALE,3,Orthodox,182.88,182.88,185,Switch,185.42,185.42,185,33,26,-2.54,-2.54,7,KO/TKO,KO/TKO,Punches,1,3:22
Josh Samman,Kevin Casey,-455,405,4/13/2013,Las Vegas,Nevada, USA,Red,FALSE,Middleweight,MALE,3,Southpaw,180.34,195.58,185,Orthodox,190.5,200.66,185,25,31,-10.16,-5.08,-6,KO/TKO,KO/TKO,Knees,2,2:17
Justin Lawrence,Daniel Pineda,100,-110,4/13/2013,Las Vegas,Nevada, USA,Blue,FALSE,Featherweight,MALE,3,Orthodox,170.18,175.26,145,Orthodox,172.72,170.18,145,22,27,-2.54,5.08,-5,SUB,SUB,Kimura,1,1:35
Luke Barnatt,Collin Hart,-115,105,4/13/2013,Las Vegas,Nevada, USA,Red,FALSE,Middleweight,MALE,3,Orthodox,185.42,193.04,185,Orthodox,198.12,195.58,185,24,23,-12.7,-2.54,1,U-DEC,U-DEC,N/A,3,5:00
Miesha Tate,Cat Zingano,105,-115,4/13/2013,Las Vegas,Nevada, USA,Blue,FALSE,Women's Bantamweight,FEMALE,3,Southpaw,167.64,172.72,145,Orthodox,167.64,165.1,135,26,30,0,7.62,-4,KO/TKO,KO/TKO,Knees,3,2:55
Sam Sicilia,Maximo Blanco,180,-195,4/13/2013,Las Vegas,Nevada, USA,Blue,FALSE,Featherweight,MALE,3,Orthodox,172.72,180.34,145,Orthodox,172.72,170.18,145,27,29,0,10.16,-2,U-DEC,U-DEC,N/A,3,5:00
Travis Browne,Gabriel Gonzaga,-245,225,4/13/2013,Las Vegas,Nevada, USA,Red,FALSE,Heavyweight,MALE,3,Orthodox,187.96,193.04,242,Orthodox,198.12,200.66,255,30,33,-10.16,-7.62,-3,KO/TKO,KO/TKO,Elbows,1,1:11
Uriah Hall,Kelvin Gastelum,-285,258,4/13/2013,Las Vegas,Nevada, USA,Blue,TRUE,Middleweight,MALE,3,Southpaw,175.26,180.34,185,Orthodox,182.88,200.66,185,28,21,-7.62,-20.32,7,S-DEC,S-DEC,N/A,3,5:00
Urijah Faber,Scott Jorgensen,-440,390,4/13/2013,Las Vegas,Nevada, USA,Red,FALSE,Bantamweight,MALE,5,Orthodox,165.1,167.64,135,Orthodox,167.64,170.18,135,33,30,-2.54,-2.54,3,SUB,SUB,Rear naked choke,4,3:16
Akira Corassani,Robert Peralta,420,-475,4/6/2013,Stockholm,Stockholm county, Sweden,Red,FALSE,Featherweight,MALE,3,Orthodox,172.72,180.34,145,Orthodox,172.72,172.72,145,30,27,0,7.62,3,U-DEC,U-DEC,N/A,3,5:00
Benny Alloway,Ryan LaFlare,240,-260,4/6/2013,Stockholm,Stockholm county, Sweden,Blue,FALSE,Welterweight,MALE,3,Southpaw,185.42,187.96,170,Orthodox,180.34,190.5,170,32,29,5.08,-2.54,3,U-DEC,U-DEC,N/A,3,5:00
Brad Pickett,Mike Easton,-145,135,4/6/2013,Stockholm,Stockholm county, Sweden,Red,FALSE,Bantamweight,MALE,3,Southpaw,167.64,177.8,135,Orthodox,167.64,172.72,135,34,29,0,5.08,5,S-DEC,S-DEC,N/A,3,5:00
Chris Spang,Adlan Amagov,175,-190,4/6/2013,Stockholm,Stockholm county, Sweden,Blue,FALSE,Welterweight,MALE,3,Orthodox,187.96,193.04,170,Orthodox,187.96,194,170,25,26,0,-0.96,-1,U-DEC,U-DEC,N/A,3,5:00
